numer_sta;date;pmer;tend;cod_tend;dd;vitesse_vent;temperature;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region
07005;20130117060000;101870.0;80.0;2.0;60.0;1.0;270.35;267.35;77.0;15000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;100920.0;nan;nan;nan;270.35;nan;272.25;nan;270.15;nan;nan;nan;2.1;-10.0;11.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1102.0;nan;nan;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117060000;101840.0;40.0;2.0;0.0;0.0;260.85;259.55;89.0;200.0;41.0;nan;nan;101.0;nan;nan;62.0;61.0;60.0;101220.0;nan;nan;nan;260.85;nan;269.95;nan;256.15;nan;nan;nan;1.0;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1101.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130117090000;101970.0;110.0;3.0;90.0;1.0;271.15;267.95;76.0;8000.0;2.0;1.0;1.0;90.0;7.0;1750.0;35.0;61.0;60.0;101030.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;11.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;7.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117090000;102010.0;170.0;2.0;110.0;1.0;261.65;260.45;90.0;100.0;49.0;4.0;4.0;101.0;nan;nan;62.0;61.0;60.0;101390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130117120000;101940.0;-30.0;8.0;70.0;1.5;273.15;266.05;59.0;8000.0;2.0;1.0;1.0;75.0;5.0;1750.0;35.0;20.0;12.0;101000.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;11.0;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1103.0;3100.0;nan;5.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117120000;102010.0;0.0;4.0;140.0;1.5;264.15;263.05;91.0;600.0;48.0;4.0;4.0;75.0;6.0;80.0;36.0;20.0;10.0;101390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1102.0;3100.0;nan;6.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130117150000;101900.0;-40.0;6.0;90.0;2.1;273.15;266.95;63.0;15000.0;2.0;1.0;1.0;10.0;1.0;1750.0;35.0;20.0;11.0;100960.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;11.0;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;1.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117150000;101980.0;-30.0;8.0;160.0;1.5;264.45;263.55;92.0;600.0;48.0;4.0;4.0;90.0;7.0;80.0;36.0;61.0;60.0;101360.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;7.0;7.0;60.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130117180000;101830.0;-80.0;8.0;110.0;2.6;270.25;265.95;69.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100880.0;nan;nan;nan;269.95;nan;273.55;nan;nan;nan;nan;nan;4.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117180000;101950.0;-20.0;8.0;130.0;3.1;265.35;264.55;93.0;100.0;43.0;4.0;4.0;101.0;nan;nan;62.0;61.0;60.0;101340.0;nan;nan;nan;259.75;nan;265.35;nan;nan;nan;nan;nan;4.6;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1105.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130117210000;101810.0;-30.0;8.0;110.0;5.7;265.95;264.05;85.0;2700.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100850.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1108.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130117210000;101880.0;-70.0;6.0;120.0;2.1;266.85;266.15;94.0;2500.0;10.0;4.0;2.0;100.0;8.0;80.0;36.0;61.0;60.0;101270.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118000000;101570.0;-240.0;8.0;120.0;4.1;265.95;265.45;96.0;1700.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100610.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118000000;101630.0;-250.0;8.0;150.0;2.1;267.75;267.05;94.0;4500.0;10.0;4.0;2.0;100.0;8.0;250.0;36.0;61.0;60.0;101020.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;8.0;7.0;210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118030000;101320.0;-240.0;6.0;120.0;4.6;267.45;266.95;96.0;4800.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100370.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1108.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118030000;101410.0;-210.0;6.0;130.0;3.1;268.35;267.85;96.0;5000.0;0.0;nan;nan;100.0;8.0;250.0;36.0;61.0;60.0;100810.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;7.0;240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118060000;101100.0;-220.0;8.0;120.0;5.7;267.55;266.45;91.0;10000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;100150.0;nan;nan;nan;263.65;nan;270.35;nan;264.15;nan;nan;nan;8.2;-10.0;11.0;nan;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1108.0;nan;nan;8.0;6.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118060000;101260.0;-150.0;6.0;140.0;3.1;268.65;268.15;96.0;4000.0;10.0;nan;nan;100.0;8.0;450.0;35.0;61.0;60.0;100660.0;nan;nan;nan;265.35;nan;268.65;nan;265.15;nan;nan;nan;4.6;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1105.0;3100.0;nan;8.0;6.0;420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118090000;100840.0;-250.0;6.0;130.0;5.7;268.75;266.25;81.0;6000.0;2.0;1.0;1.0;100.0;8.0;150.0;35.0;61.0;60.0;99900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;11.0;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;1.0;7.0;150.0;7.0;6.0;450.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118090000;101010.0;-250.0;8.0;100.0;2.6;267.55;266.85;94.0;4000.0;10.0;2.0;2.0;90.0;4.0;450.0;35.0;20.0;12.0;100410.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;1.0;6.0;300.0;4.0;6.0;1200.0;7.0;0.0;7800.0;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118120000;100540.0;-300.0;8.0;110.0;7.2;269.45;266.85;80.0;7000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;99600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.3;-10.0;11.0;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1111.0;3100.0;nan;2.0;6.0;480.0;7.0;6.0;1200.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118120000;100690.0;-310.0;8.0;120.0;4.1;270.35;269.55;93.0;3700.0;10.0;2.0;2.0;90.0;7.0;450.0;35.0;61.0;60.0;100100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1106.0;3100.0;nan;1.0;6.0;300.0;7.0;6.0;1080.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118150000;100120.0;-410.0;7.0;110.0;6.7;270.65;268.15;81.0;7000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99190.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118150000;100390.0;-300.0;6.0;100.0;4.6;271.55;270.45;91.0;4500.0;10.0;2.0;2.0;90.0;1.0;1250.0;35.0;23.0;12.0;99800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;1.0;6.0;1080.0;5.0;3.0;4200.0;5.0;0.0;7800.0;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118180000;99960.0;-150.0;6.0;100.0;5.7;271.05;269.35;87.0;3200.0;71.0;nan;nan;nan;nan;nan;nan;nan;nan;99040.0;nan;nan;nan;267.45;nan;271.15;nan;nan;nan;nan;nan;10.3;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118180000;100150.0;-240.0;6.0;100.0;4.6;271.65;270.25;89.0;8000.0;2.0;1.0;1.0;90.0;6.0;800.0;35.0;23.0;60.0;99560.0;nan;nan;nan;267.35;nan;271.85;nan;nan;nan;nan;nan;6.7;-10.0;13.0;0.04;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1107.0;3100.0;nan;6.0;6.0;720.0;7.0;3.0;3900.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130118210000;99760.0;-200.0;8.0;100.0;5.7;271.05;270.45;95.0;nan;71.0;nan;nan;nan;nan;nan;nan;nan;nan;98840.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.3;-10.0;13.0;nan;nan;nan;0.2;0.2;nan;nan;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130118210000;99990.0;-160.0;8.0;100.0;4.6;271.35;269.75;87.0;8000.0;2.0;1.0;1.0;90.0;7.0;1750.0;35.0;61.0;60.0;99400.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;13.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3100.0;nan;7.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119000000;99650.0;-110.0;8.0;90.0;4.6;270.95;270.65;98.0;1200.0;71.0;nan;nan;nan;nan;nan;nan;nan;nan;98730.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;13.0;nan;nan;nan;0.6;1.0;2.0;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119000000;99820.0;-170.0;7.0;90.0;5.1;270.95;270.55;97.0;1600.0;71.0;7.0;2.0;100.0;7.0;150.0;35.0;61.0;60.0;99230.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;13.0;0.05;0.01;-60.0;0.2;0.4;0.4;nan;nan;710.0;1107.0;3101.0;nan;5.0;7.0;180.0;7.0;6.0;540.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119030000;99540.0;-110.0;6.0;90.0;6.2;271.05;270.25;94.0;nan;0.0;nan;nan;nan;nan;nan;nan;nan;nan;98620.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;13.0;nan;nan;nan;0.0;0.4;nan;nan;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119030000;99700.0;-120.0;6.0;90.0;5.7;270.75;270.15;95.0;2300.0;22.0;nan;nan;100.0;7.0;250.0;35.0;61.0;60.0;99110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;13.0;0.07;0.02;-30.0;0.0;0.4;nan;nan;nan;710.0;1108.0;3102.0;nan;3.0;7.0;240.0;8.0;6.0;840.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119060000;99450.0;-90.0;8.0;80.0;6.2;271.05;270.05;92.0;6000.0;36.0;3.0;2.0;100.0;8.0;800.0;35.0;61.0;60.0;98530.0;nan;nan;nan;270.85;nan;271.25;nan;271.15;nan;nan;nan;8.2;-10.0;16.0;0.04;nan;nan;0.0;0.2;nan;2.0;2.2;710.0;1108.0;nan;nan;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119060000;99600.0;-100.0;8.0;80.0;5.1;270.55;269.75;93.0;6000.0;3.0;nan;nan;100.0;7.0;1250.0;35.0;61.0;60.0;99010.0;nan;nan;nan;270.55;nan;271.65;nan;270.15;nan;nan;nan;7.2;-10.0;13.0;0.07;0.02;-60.0;0.0;0.0;nan;0.8;0.8;710.0;1107.0;3102.0;nan;7.0;6.0;1230.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119090000;99560.0;110.0;3.0;70.0;4.1;271.15;269.75;89.0;5000.0;36.0;3.0;3.0;100.0;8.0;800.0;35.0;61.0;60.0;98640.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;16.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119090000;99670.0;70.0;3.0;80.0;5.1;270.95;269.35;87.0;9000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;99080.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;13.0;0.06;0.0;-30.0;0.0;0.2;nan;nan;nan;710.0;1107.0;3100.0;nan;8.0;6.0;930.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119120000;99450.0;-110.0;8.0;50.0;5.7;271.15;268.95;83.0;6000.0;36.0;3.0;3.0;75.0;6.0;800.0;35.0;23.0;60.0;98530.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;16.0;0.04;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1107.0;3100.0;nan;6.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119120000;99560.0;-100.0;8.0;70.0;5.7;271.65;269.75;85.0;8000.0;2.0;1.0;1.0;75.0;6.0;1750.0;35.0;20.0;10.0;98980.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;13.0;0.06;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1109.0;3100.0;nan;6.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119150000;99440.0;10.0;4.0;50.0;5.7;271.55;269.15;82.0;5000.0;3.0;3.0;2.0;90.0;7.0;800.0;35.0;23.0;60.0;98520.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;16.0;0.04;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;7.0;6.0;780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119150000;99550.0;-20.0;6.0;60.0;6.7;270.75;268.45;82.0;9000.0;2.0;1.0;1.0;90.0;7.0;450.0;35.0;61.0;60.0;98960.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;13.0;0.06;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1111.0;3100.0;nan;7.0;6.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119180000;99530.0;90.0;1.0;60.0;7.2;270.55;268.35;83.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;98610.0;nan;nan;nan;270.45;nan;271.55;nan;nan;nan;nan;nan;10.8;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119180000;99620.0;70.0;2.0;70.0;7.2;270.15;267.85;82.0;9000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;99030.0;nan;nan;nan;270.15;nan;271.85;nan;nan;nan;nan;nan;10.8;-10.0;13.0;0.06;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1111.0;3100.0;nan;8.0;6.0;450.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130119210000;99550.0;20.0;3.0;40.0;5.1;270.05;268.15;85.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;98630.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1109.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130119210000;99590.0;-30.0;8.0;50.0;7.2;269.75;267.25;81.0;7000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;99000.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;13.0;0.06;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;8.0;6.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130120000000;99450.0;-110.0;8.0;40.0;6.2;269.35;267.65;87.0;5000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;98520.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1109.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130120000000;99550.0;-40.0;7.0;60.0;6.2;269.45;266.95;81.0;7000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;98960.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;13.0;0.06;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1110.0;3100.0;nan;8.0;6.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130120030000;99410.0;-40.0;6.0;40.0;5.7;268.95;267.15;86.0;5000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;98480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.3;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130120030000;99460.0;-90.0;6.0;50.0;6.2;269.15;266.55;80.0;7000.0;0.0;nan;nan;100.0;8.0;450.0;35.0;61.0;60.0;98870.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;13.0;0.06;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;8.0;6.0;450.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130120060000;99350.0;-60.0;7.0;10.0;4.6;268.45;267.65;93.0;5000.0;71.0;7.0;2.0;100.0;8.0;800.0;35.0;61.0;60.0;98420.0;nan;nan;nan;268.45;nan;270.55;nan;268.15;nan;nan;nan;7.7;-10.0;16.0;0.03;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1108.0;nan;nan;8.0;6.0;780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130120060000;99360.0;-100.0;6.0;50.0;6.2;268.15;266.35;86.0;2500.0;71.0;nan;nan;100.0;8.0;450.0;35.0;61.0;60.0;98770.0;nan;nan;nan;268.15;nan;270.15;nan;268.15;nan;nan;nan;10.3;-10.0;13.0;0.06;0.01;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1110.0;3101.0;nan;8.0;6.0;420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130120090000;99320.0;-30.0;8.0;20.0;4.6;267.95;267.15;93.0;1400.0;71.0;nan;nan;nan;nan;nan;nan;nan;nan;98390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;13.0;nan;nan;nan;0.2;0.4;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130120090000;99300.0;-60.0;8.0;50.0;5.1;267.85;266.85;92.0;1200.0;71.0;7.0;7.0;100.0;8.0;250.0;35.0;61.0;60.0;98710.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;13.0;0.08;0.03;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3103.0;nan;2.0;7.0;270.0;8.0;6.0;420.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130120120000;99250.0;-70.0;8.0;350.0;2.6;268.35;267.55;93.0;1300.0;71.0;7.0;7.0;100.0;8.0;800.0;35.0;61.0;60.0;98320.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;18.0;0.06;0.04;-60.0;0.6;1.0;2.0;nan;nan;710.0;1104.0;3104.0;nan;8.0;6.0;690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130120120000;99190.0;-110.0;8.0;60.0;3.6;268.65;267.25;89.0;1300.0;71.0;7.0;7.0;100.0;8.0;250.0;35.0;61.0;60.0;98600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;13.0;0.09;0.03;-60.0;0.2;0.4;0.4;nan;nan;710.0;1106.0;3103.0;nan;2.0;7.0;240.0;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
